SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)

0it [00:00, ?it/s]
Epoch 178 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1152
	Loss_MB/train_phase/train_stream/Task000 = 0.0218
	Time_Epoch/train_phase/train_stream/Task000 = 0.0564
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9506
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 179 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1199
	Loss_MB/train_phase/train_stream/Task000 = 0.1831
	Time_Epoch/train_phase/train_stream/Task000 = 0.0561
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9636
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 180 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1168
	Loss_MB/train_phase/train_stream/Task000 = 0.2132
	Time_Epoch/train_phase/train_stream/Task000 = 0.0561
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9455
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 181 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1206
	Loss_MB/train_phase/train_stream/Task000 = 0.0152
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9429
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 182 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1105
	Loss_MB/train_phase/train_stream/Task000 = 0.0004
	Time_Epoch/train_phase/train_stream/Task000 = 0.0563
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9688
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 183 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1075
	Loss_MB/train_phase/train_stream/Task000 = 0.3957
	Time_Epoch/train_phase/train_stream/Task000 = 0.0563
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9584
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 184 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1074
	Loss_MB/train_phase/train_stream/Task000 = 0.3454
	Time_Epoch/train_phase/train_stream/Task000 = 0.0563
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9610
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 185 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1041
	Loss_MB/train_phase/train_stream/Task000 = 0.0086
	Time_Epoch/train_phase/train_stream/Task000 = 0.0565
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9610
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 186 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1094
	Loss_MB/train_phase/train_stream/Task000 = 0.0031
	Time_Epoch/train_phase/train_stream/Task000 = 0.0564
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9584
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 187 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1084
	Loss_MB/train_phase/train_stream/Task000 = 0.1900
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9584
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 188 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1069
	Loss_MB/train_phase/train_stream/Task000 = 0.0338
	Time_Epoch/train_phase/train_stream/Task000 = 0.0560
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9610
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 189 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1066
	Loss_MB/train_phase/train_stream/Task000 = 0.2248
	Time_Epoch/train_phase/train_stream/Task000 = 0.0561
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9532
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 190 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1008
	Loss_MB/train_phase/train_stream/Task000 = 0.5773
	Time_Epoch/train_phase/train_stream/Task000 = 0.0564
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9688
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 191 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1069
	Loss_MB/train_phase/train_stream/Task000 = 0.0128
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9506
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 192 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1046
	Loss_MB/train_phase/train_stream/Task000 = 0.0659
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9558
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 193 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1107
	Loss_MB/train_phase/train_stream/Task000 = 0.0040
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9584
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 194 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1002
	Loss_MB/train_phase/train_stream/Task000 = 0.0655
	Time_Epoch/train_phase/train_stream/Task000 = 0.0564
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9558
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 195 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1094
	Loss_MB/train_phase/train_stream/Task000 = 0.2127
	Time_Epoch/train_phase/train_stream/Task000 = 0.0558
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9532
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 196 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.0950
	Loss_MB/train_phase/train_stream/Task000 = 0.1714
	Time_Epoch/train_phase/train_stream/Task000 = 0.0564
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9662
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 197 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1032
	Loss_MB/train_phase/train_stream/Task000 = 0.2060
	Time_Epoch/train_phase/train_stream/Task000 = 0.0563
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9636
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.8000

0it [00:00, ?it/s]
Epoch 198 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1001
	Loss_MB/train_phase/train_stream/Task000 = 0.1456
	Time_Epoch/train_phase/train_stream/Task000 = 0.0563
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9532
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000

0it [00:00, ?it/s]
Epoch 199 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 0.1040
	Loss_MB/train_phase/train_stream/Task000 = 0.0793
	Time_Epoch/train_phase/train_stream/Task000 = 0.0562
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.9532
	Top1_Acc_MB/train_phase/train_stream/Task000 = 1.0000
-- >> End of training phase << --
-- >> Start of eval phase << --
-- Starting eval on experience 0 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 0 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp000 = 0.9588
	Loss_Exp/eval_phase/test_stream/Task000/Exp000 = 20.3471
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp000 = 0.0059
-- Starting eval on experience 1 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 1 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp001 = 0.9450
	Loss_Exp/eval_phase/test_stream/Task000/Exp001 = 24.7682
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp001 = 0.0000
-- Starting eval on experience 2 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 2 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp002 = 0.9550
	Loss_Exp/eval_phase/test_stream/Task000/Exp002 = 22.7161
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp002 = 0.0000
-- Starting eval on experience 3 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 3 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp003 = 1.0000
	Loss_Exp/eval_phase/test_stream/Task000/Exp003 = 24.7404
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp003 = 0.0000
-- Starting eval on experience 4 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 4 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp004 = 0.9675
	Loss_Exp/eval_phase/test_stream/Task000/Exp004 = 21.7243
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp004 = 0.0000
-- Starting eval on experience 5 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 5 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp005 = 0.9554
	Loss_Exp/eval_phase/test_stream/Task000/Exp005 = 18.4502
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp005 = 0.0000
-- Starting eval on experience 6 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 6 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp006 = 0.9057
	Loss_Exp/eval_phase/test_stream/Task000/Exp006 = 18.2128
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp006 = 0.0000
-- Starting eval on experience 7 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 7 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp007 = 0.9714
	Loss_Exp/eval_phase/test_stream/Task000/Exp007 = 18.2710
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp007 = 0.0000
-- Starting eval on experience 8 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 8 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp008 = 0.8687
	Loss_Exp/eval_phase/test_stream/Task000/Exp008 = 15.4753
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp008 = 0.0808
-- Starting eval on experience 9 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 9 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp009 = 0.9792
	Loss_Exp/eval_phase/test_stream/Task000/Exp009 = 18.9603
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp009 = 0.0000
-- Starting eval on experience 10 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 10 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp010 = 0.9841
	Loss_Exp/eval_phase/test_stream/Task000/Exp010 = 13.6216
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp010 = 0.0000
-- Starting eval on experience 11 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 11 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp011 = 0.9712
	Loss_Exp/eval_phase/test_stream/Task000/Exp011 = 10.7650
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp011 = 0.0000
-- Starting eval on experience 12 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 12 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp012 = 0.9691
	Loss_Exp/eval_phase/test_stream/Task000/Exp012 = 11.9982
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp012 = 0.0000
-- Starting eval on experience 13 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 13 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp013 = 0.9806
	Loss_Exp/eval_phase/test_stream/Task000/Exp013 = 11.5477
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp013 = 0.0000
-- Starting eval on experience 14 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 14 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp014 = 0.8077
	Loss_Exp/eval_phase/test_stream/Task000/Exp014 = 8.8258
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp014 = 0.0577
-- Starting eval on experience 15 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 15 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp015 = 0.9510
	Loss_Exp/eval_phase/test_stream/Task000/Exp015 = 9.1788
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp015 = 0.0098
-- Starting eval on experience 16 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 16 (Task 0) from test stream ended.
	ExperienceForgetting/eval_phase/test_stream/Task000/Exp016 = 0.6142
	Loss_Exp/eval_phase/test_stream/Task000/Exp016 = 5.2561
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp016 = 0.3465
-- Starting eval on experience 17 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 17 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp017 = 0.1375
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp017 = 0.8857
-- Starting eval on experience 18 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 18 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp018 = 25.9773
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp018 = 0.0000
-- Starting eval on experience 19 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 19 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp019 = 25.9548
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp019 = 0.0000
-- Starting eval on experience 20 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 20 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp020 = 24.7474
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp020 = 0.0000
-- Starting eval on experience 21 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 21 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp021 = 21.6186
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp021 = 0.0000
-- Starting eval on experience 22 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 22 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp022 = 24.4102
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp022 = 0.0000
-- Starting eval on experience 23 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 23 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp023 = 26.8432
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp023 = 0.0000
-- Starting eval on experience 24 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 24 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp024 = 22.1147
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp024 = 0.0000
-- Starting eval on experience 25 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 25 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp025 = 27.1193
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp025 = 0.0000
-- Starting eval on experience 26 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 26 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp026 = 27.3280
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp026 = 0.0000
-- Starting eval on experience 27 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 27 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp027 = 23.4049
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp027 = 0.0000
-- Starting eval on experience 28 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 28 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp028 = 22.6632
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp028 = 0.0000
-- Starting eval on experience 29 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 29 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp029 = 29.3873
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp029 = 0.0000
-- Starting eval on experience 30 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 30 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp030 = 25.2997
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp030 = 0.0000
-- Starting eval on experience 31 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 31 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp031 = 24.8110
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp031 = 0.0000
-- Starting eval on experience 32 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 32 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp032 = 25.8800
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp032 = 0.0000
-- Starting eval on experience 33 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 33 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp033 = 27.5878
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp033 = 0.0000
-- Starting eval on experience 34 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 34 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp034 = 26.0298
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp034 = 0.0000
-- Starting eval on experience 35 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 35 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp035 = 32.6201
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp035 = 0.0000
-- Starting eval on experience 36 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 36 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp036 = 24.3497
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp036 = 0.0000
-- Starting eval on experience 37 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 37 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp037 = 24.2214
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp037 = 0.0000
-- Starting eval on experience 38 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 38 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp038 = 27.5960
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp038 = 0.0000
-- Starting eval on experience 39 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 39 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp039 = 22.2687
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp039 = 0.0000
-- Starting eval on experience 40 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 40 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp040 = 24.6302
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp040 = 0.0000
-- Starting eval on experience 41 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 41 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp041 = 33.9664
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp041 = 0.0000
-- Starting eval on experience 42 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 42 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp042 = 22.7079
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp042 = 0.0000
-- Starting eval on experience 43 (Task 0) from test stream --

0it [00:00, ?it/s]
> Eval on experience 43 (Task 0) from test stream ended.
	Loss_Exp/eval_phase/test_stream/Task000/Exp043 = 24.5410
	Top1_Acc_Exp/eval_phase/test_stream/Task000/Exp043 = 0.0000
-- >> End of eval phase << --
	Loss_Stream/eval_phase/test_stream/Task000 = 21.5733
	StreamForgetting/eval_phase/test_stream = 0.9285
	Top1_Acc_Stream/eval_phase/test_stream/Task000 = 0.0311
SimpleMLP(
  (features): Sequential(
    (0): Linear(in_features=91, out_features=1000, bias=True)
    (1): ReLU(inplace=True)
    (2): Dropout(p=0.5, inplace=False)
  )
  (classifier): Linear(in_features=1000, out_features=894, bias=True)
)
-- >> Start of training phase << --

0it [00:00, ?it/s]
Epoch 0 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 25.7084
	Loss_MB/train_phase/train_stream/Task000 = 24.5495
	Time_Epoch/train_phase/train_stream/Task000 = 0.0639
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 1 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 23.6745
	Loss_MB/train_phase/train_stream/Task000 = 19.0705
	Time_Epoch/train_phase/train_stream/Task000 = 0.0627
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 2 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 22.3256
	Loss_MB/train_phase/train_stream/Task000 = 22.6996
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 3 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 20.7267
	Loss_MB/train_phase/train_stream/Task000 = 23.1386
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 4 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 19.7097
	Loss_MB/train_phase/train_stream/Task000 = 17.5123
	Time_Epoch/train_phase/train_stream/Task000 = 0.0588
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 5 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 18.4421
	Loss_MB/train_phase/train_stream/Task000 = 15.2525
	Time_Epoch/train_phase/train_stream/Task000 = 0.0591
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 6 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 17.3081
	Loss_MB/train_phase/train_stream/Task000 = 18.5437
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 7 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 16.3003
	Loss_MB/train_phase/train_stream/Task000 = 18.0460
	Time_Epoch/train_phase/train_stream/Task000 = 0.0590
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 8 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 15.5638
	Loss_MB/train_phase/train_stream/Task000 = 14.4931
	Time_Epoch/train_phase/train_stream/Task000 = 0.0592
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 9 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 14.6426
	Loss_MB/train_phase/train_stream/Task000 = 14.1200
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 10 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 13.7150
	Loss_MB/train_phase/train_stream/Task000 = 15.0183
	Time_Epoch/train_phase/train_stream/Task000 = 0.0593
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 11 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 13.0117
	Loss_MB/train_phase/train_stream/Task000 = 12.3411
	Time_Epoch/train_phase/train_stream/Task000 = 0.0594
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 12 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 12.4315
	Loss_MB/train_phase/train_stream/Task000 = 10.4482
	Time_Epoch/train_phase/train_stream/Task000 = 0.0594
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 13 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 11.8539
	Loss_MB/train_phase/train_stream/Task000 = 12.7808
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 14 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 11.1868
	Loss_MB/train_phase/train_stream/Task000 = 10.2356
	Time_Epoch/train_phase/train_stream/Task000 = 0.0589
	Top1_Acc_Epoch/train_phase/train_stream/Task000 = 0.0000
	Top1_Acc_MB/train_phase/train_stream/Task000 = 0.0000

0it [00:00, ?it/s]
Epoch 15 ended.
	Loss_Epoch/train_phase/train_stream/Task000 = 10.7564
